genres,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,title_year,imdb_score
Action|Sci-Fi|Thriller,Riddick ,125305,17551,alien|left for dead|mercenary|survival|vomiting,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343,2013,6.4
Crime|Mystery|Thriller,Switchback ,9740,74,deputy|fbi agent|knife held to throat|serial killer|sheriff,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,81,1997,6.4
Action|Adventure|Drama|Thriller|Western,Texas Rangers ,4757,2120,army|mexican|orphan|texas|texas ranger,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,2001,5.2
Adventure|Family|Fantasy|Sci-Fi,City of Ember ,52908,15494,box|food|mayor|pipeworks|scientist,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,102,2008,6.5
Drama,The Master ,105144,427,drifter|past life regression|psychological testing|right hand man|scientology,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,405,2012,7.1
Adventure|Comedy|History|Romance,Virgin Territory ,6691,4900,breasts|nude nun|plague|russian nobleman|two word title,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,28,2007,4.8
Biography|Drama|Sport,The Express ,16673,5162,african american|coach|football movie|nonlinear timeline|syracuse university,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45,2008,7.3
Action|Adventure|Sci-Fi|Thriller,The 5th Wave ,55617,19974,alien|attack|based on novel|based on young adult novel|fear,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266,2016,5.2
Drama|Sport,Creed ,146708,15106,boxing|boxing match|fight|montage|philadelphia,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,362,2015,7.7
Crime|Drama|Thriller,The Town ,280228,14296,bank manager|bank robbery|criminal gang|heist|prison,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420,2010,7.6
Comedy|Drama|Romance,What to Expect When You're Expecting ,57266,13396,baby|expecting twins|hawaiian shirt|photographer|pregnancy,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89,2012,5.7
Comedy|Drama,Burn After Reading ,248468,36093,cia|divorce|embassy|gym|memoir,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545,2008,7
Adventure|Comedy|Family|Fantasy,Nim's Island ,28109,18178,author|girl|island|reading|scientist,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110,2008,6
Action|Biography|Drama|Sport,Rush ,312629,37206,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475,2013,8.1
Drama,Magnolia ,241030,1906,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437,1999,8
Action|Comedy|Crime,Cop Out ,75347,14483,baseball card|detective|partner|thief|wedding,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176,2010,5.6
Comedy|Romance,How to Be Single ,39440,4882,motor scooter|new york city|newborn baby|scooter|single,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83,2016,6.1
Drama|Family,Dolphin Tale ,17948,14209,boy|dolphin|prosthetics|tail|trap,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86,2011,6.9
Drama|Fantasy|Romance,Twilight ,348007,44060,blood|high school|love|school|vampire,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,2008,5.2
Crime|Drama|Thriller,John Q ,98899,20970,health care|heart transplant|hospital|hostage|insurance,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394,2002,7
Action|Comedy|Crime|Thriller,Blue Streak ,60572,2986,detective|diamond|jewel|police|thief,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144,1999,6.3
Comedy|Crime,We're the Millers ,316671,3425,fake family|male frontal nudity|marijuana|mexico|stripper,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,301,2013,7
Action|Adventure|Sci-Fi,Obitaemyy ostrov ,4387,599,22nd century|first part|friend|guard|space opera,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,21,2009,5.3
Action|Crime|Drama|Mystery|Thriller,Breakdown ,38399,1874,car breakdown|diner|jeep|paranoia|violence,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,218,1997,6.9
Action|Adventure|Thriller,Never Say Never Again ,48636,762,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214,1983,6.2
Comedy|Sci-Fi,Hot Tub Time Machine ,139184,1272,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243,2010,6.4
Drama|Family,Dolphin Tale 2 ,6069,13904,dolphin|latex gloves|medical scrubs|purple gloves|turtle,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33,2014,6.4
Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Reindeer Games ,31113,10838,casino|christmas|christmas season|girlfriend|release from prison,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212,2000,5.7
Action|Crime|Drama|Thriller,A Man Apart ,38348,16611,bust|dea|drug cartel|justice|tragic hero,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135,2003,6.1
Comedy|Drama|Romance,Aloha ,39778,44037,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,2015,5.4
Drama|History,Ghosts of Mississippi ,8531,3968,activist|assassin|civil rights|trial|widow,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,57,1996,6.7
Drama|Mystery|Romance|Thriller,Snow Falling on Cedars ,12375,2393,fisherman|japanese|love|trial|washington state,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,194,1999,6.8
Drama|Horror|Mystery|Thriller,The Rite ,75864,19904,demon|exorcism|exorcist|faith|seminary,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,197,2011,6
Drama|Sci-Fi|Thriller,Gattaca ,220591,1942,accident|future|genetics|mission|police,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,641,1997,7.8
Biography|Comedy|Romance,Isn't She Great ,1977,2928,autistic son|cancer|female protagonist|new york city|son,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64,2000,5.3
Adventure|Animation|Comedy|Family|Sci-Fi,Space Chimps ,8860,2268,astronaut|attacked by a plant|planet|senator|space travel,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,45,2008,4.5
Comedy,Head of State ,15046,4537,alderman|party|president|presidential candidate|washington d.c.,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,80,2003,5.4
Comedy,The Hangover ,583341,17623,drunkenness|female nudity|hangover|hedonism|morning after,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,626,2009,7.8
Action|Biography|Drama|History,Ip Man 3 ,21912,615,1950s|cancer|hong kong|martial arts school|wing chun,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,45,2015,7.2
Action|Adventure|Comedy|Crime,Austin Powers: The Spy Who Shagged Me ,181225,47203,penis joke|phallic image|sexy agent|spy|volcano hideout,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,784,1999,6.6
Action|Adventure,Batman ,269033,2725,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817,1989,7.6
Biography|Drama|War,There Be Dragons ,3865,3497,dying|forgiveness|saint|spanish civil war|starts with narration,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,53,2011,5.9
Action|Crime|Thriller,Lethal Weapon 3 ,128010,1446,gangster|gun|internal affairs|police|police officer,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,136,1992,6.7
Biography|Drama|Sport,The Blind Side ,223127,3389,american football|based on true story|football star|high school football|left tackle,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,420,2009,7.7
Action|Comedy|Crime,Rush Hour             ,2185,2255,,http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1,30,,5.8
Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids ,84325,4499,brother sister relationship|espionage|rescue|secret agent|spy,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,205,2001,5.4
Comedy|Crime,Horrible Bosses ,353442,18669,black comedy|boss|chemical company|dental assistant|murder,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,387,2011,6.9
Adventure|Drama|Western,True Grit ,240962,25964,arkansas|murder|sheriff|texas ranger|u.s. marshal,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724,2010,7.7
Comedy|Drama|Romance,The Devil Wears Prada ,286178,23923,fashion|fashion industry|magazine|new york city|publishing,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,631,2006,6.8
Adventure|Mystery|Sci-Fi,Star Trek: The Motion Picture ,63330,16007,alien|space|space station|spacecraft|warp speed,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,405,1979,6.4
Comedy|Crime,Identity Thief ,97664,5826,bounty hunter|credit card|cross country|identity|police,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,232,2013,5.7
Crime|Thriller,Cape Fear ,127503,24006,lawyer|neo noir|prison|rapist|southern gothic,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,261,1991,7.3
Crime|Drama|Thriller,21 ,191470,25661,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,278,2008,6.8
Comedy|Romance,Trainwreck ,94241,1450,actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,309,2015,6.3
Comedy|Romance,Guess Who ,33887,2689,argument|engagement|family relationships|love|undressing,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160,2005,5.9
Drama|Romance|War,The English Patient ,142067,15912,church|english|flashback|nurse|patient,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1,457,1996,7.4
Crime|Drama|Mystery|Thriller,L.A. Confidential ,414219,19129,1950s|call girl|corruption|murder|police detective,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,625,1997,8.3
Adventure|Comedy|Family|Sci-Fi,Sky High ,61321,2968,coming of age|friend|high school|sidekick|superpower,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,217,2005,6.2
Comedy,In & Out ,32416,23504,academy award|gay|high school|reporter|teacher,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,138,1997,6.3
Action|Horror|Sci-Fi|Thriller,Species ,61018,1715,alien|interspecies sex|scientist|sexual attraction|train,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,140,1995,5.8
Horror,A Nightmare on Elm Street ,149285,42918,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,1984,7.5
Horror|Sci-Fi|Thriller,The Cell ,79877,2474,coma|fbi|race against time|serial killer|strong female lead,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,677,2000,6.3
Action|Adventure,The Man in the Iron Mask ,125219,29265,france|musketeer|three musketeers|twin|twin brother,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,244,1998,6.4
Biography|Drama|Family|History|Sport,Secretariat ,20827,2259,eccentric|horse racing|newspaper clipping|stallion|triple crown,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136,2010,7.2
Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,TMNT ,53786,16571,martial arts master|monster|new york city|turtle|warrior,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,211,2007,6.3
Biography|Drama|Sport,Radio ,32370,4231,coach|football|football coach|high school|radio,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,196,2003,6.9
Comedy|Romance,Friends with Benefits ,270228,20956,blow job|female rear nudity|girl in panties|male objectification|no panties,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194,2011,6.6
Comedy,Neighbors 2: Sorority Rising ,28041,17860,bare chested male|gay|gay best friend|gay man|gay marriage proposal,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,111,2016,6
Biography|Comedy|Drama|History|Music,Saving Mr. Banks ,117719,19809,author|disney|loss of father|reference to walt disney|suppression of emotion,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306,2013,7.5
Biography|Drama|History|Romance,Malcolm X ,63923,20143,african american|black history|civil rights|ku klux klan|nation of islam,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,156,1992,7.7
Comedy,This Is 40 ,104005,1050,40th birthday|aging|birthday|sex|viagra,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,248,2012,6.2
Comedy|Family,Old Dogs ,31191,53370,best friend|business deal|impulse|public relations|twin,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,120,2009,5.4
Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Rise of the Lycans ,119974,2184,battle|slave|vampire|warrior|werewolf,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,169,2009,6.6
Comedy|Romance,License to Wed ,32157,52566,box office flop|church|kissing|usa|wedding,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119,2007,5.3
Comedy|Romance|Sport,The Benchwarmers ,40651,13125,baseball|baseball team|bully|millionaire|team,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,209,2006,5.6
Comedy|Romance,Must Love Dogs ,25883,4879,date|dating|dog|love|teacher,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,262,2005,5.9
Biography|Crime|Drama,Donnie Brasco ,225122,56014,fbi|mafia|money|racial slur|singer,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,234,1997,7.8
Action|Horror|Sci-Fi,Resident Evil ,198701,17902,amnesia|quarantine|special forces|virus|zombie,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,1138,2002,6.7
Fantasy|Horror,Poltergeist ,105446,3876,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,1982,7.4
Comedy|Crime|Thriller,The Ladykillers ,84131,41701,casino|irony of fate|landlady|professor|remake,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,400,2004,6.2
Action|Crime|Drama|Mystery|Thriller,Max Payne ,107772,16249,corporation|death|ex partner|hallucination|police detective,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,398,2008,5.4
Action|Sci-Fi|Thriller,In Time ,304318,34011,currency|future|murder|on the run|time,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,463,2011,6.7
Comedy|Romance,The Back-up Plan ,40654,3356,artificial insemination|baby|cheese|chick flick|pet shop,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,97,2010,5.3
Comedy|Drama|Romance,Something Borrowed ,48019,2371,best friend|crush|law school|lawyer|loud sex,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,153,2011,5.9
Drama|Romance,Hit the Floor             ,1641,3438,affair|hip hop|sex scene,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1,11,,7
Adventure|Comedy|Fantasy,Black Knight ,30771,2643,14th century|king|knight|sword duel|time travel,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,164,2001,4.8
Comedy|Drama|Family|Sport,The Bad News Bears ,16323,677,baseball|california|coach|little league|swimming pool,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,91,1976,7.3
Action|Adventure|Comedy|Thriller,Street Fighter ,53115,5443,guile|hostage|ransom|soldier|united nations,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,282,1994,3.8
Biography|Drama|War,The Pianist ,497946,1075,ghetto|holocaust|jewish|piano|warsaw ghetto,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,761,2002,8.5
Horror|Mystery|Thriller,From Hell ,124765,41636,freemason|jack the ripper|opium|prostitute|victorian era,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,2001,6.8
Drama|Family|Fantasy,The Nativity Story ,8143,966,angel|bethlehem|journey|nazareth|virgin,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,203,2006,6.8
Horror,House of Wax ,94456,2178,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,2005,5.3
Drama|Romance,Closer ,168314,28027,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,903,2004,7.3
Biography|Crime|Drama,J. Edgar ,102728,36258,agent|fbi|federal bureau of investigation|gay relationship|secret,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,279,2011,6.6
Horror|Mystery,Mirrors ,86205,3185,estranged wife|evil|fire|medication|mirror,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232,2008,6.2
Drama|Fantasy|Horror,Queen of the Damned ,43991,3001,fatal attraction|interspecies romance|queen|supernatural power|vampire,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,695,2002,5.2
Action|Horror|Sci-Fi,Predator 2 ,105478,4722,alien|drug lord|gang|hunter|predator,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,291,1990,6.2
Crime|Drama|Thriller,Untraceable ,40964,3612,cat|fbi agent|murder|serial killer|website,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,245,2008,6.2
Comedy|Drama|Romance|Sci-Fi,Blast from the Past ,48621,5709,1960s|bomb shelter|cuban missile crisis|food|naive man,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,239,1999,6.6
Action|Adventure|Sci-Fi,Flash Gordon ,38017,2603,american football|cult film|emperor|flash gordon|mind reading,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,247,1980,6.4
Comedy|Drama|Romance,Jersey Girl ,54346,3592,baby|childbirth|death|karma|publicist,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,358,2004,6.2
Action|Crime|Mystery|Thriller,Alex Cross ,28257,2471,assassin|detective|partner|police|serial killer,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,151,2012,5.1
Crime|Drama|Mystery|Thriller,Midnight in the Garden of Good and Evil ,31751,19689,graveyard|murder|murder trial|reporter|trial,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216,1997,6.6
Action|Crime|Thriller,Heist ,16193,24154,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,2015,6.1
Comedy|Family|Fantasy,Nanny McPhee Returns ,19230,855,farm|magic|mother daughter relationship|overalls|title directed by female,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,2010,6.1
Biography|Crime|Drama,Hoffa ,17124,1394,labor|labor union|leader|mafia|union,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,68,1992,6.6
Drama|Mystery|Sci-Fi|Thriller,The X Files: I Want to Believe ,78256,2351,fbi|priest|psychic|psychic vision|staff physician,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,492,2008,5.9
Comedy|Family|Fantasy|Romance,Ella Enchanted ,47800,17292,curse|fairy|obedience|prince|strong female character,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,2004,6.3
Biography|Drama|Sport,Concussion ,44788,13371,chronic traumatic encephalopathy|concussion|football|football player|pathologist,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,138,2015,7.1
Action|Mystery|Thriller,Abduction ,65044,561,assassin|high school|on the run|teenager|website,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,173,2011,5
Adventure|Animation|Comedy|Family|War,Valiant ,15788,1908,dove|falcon|nursing|pigeon|psychological torture,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,80,2005,5.6
Comedy|Drama,Wonder Boys ,54643,22974,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,335,2000,7.4
Action|Comedy|Sci-Fi|Thriller,Superhero Movie ,52052,3266,dragonfly|hero|high school|soaking wet|supervillian origin,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,173,2008,4.5
Crime|Drama|Thriller,Broken City ,63548,2073,election|father son relationship|fellatio|gay slur|title spoken by character,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134,2013,6.2
Comedy|Horror,Cursed ,26126,2535,creature|death|party|rescue|werewolf,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,325,2005,5
Action|Crime|Thriller,Premium Rush ,95274,24669,chase|courier|delivery|envelope|police,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,178,2012,6.5
Action|Comedy|Crime,Hot Pursuit ,34948,1679,danger|drug cartel|female cop|female police officer|fugitive,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,118,2015,5.1
Adventure|Drama|Romance|War,The Four Feathers ,28130,3142,male nudity|naked dead man|nudity|sex|whipping,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,215,2002,6.5
Action|Crime|Romance|Thriller,Parker ,90046,28479,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141,2013,6.2
Comedy|Romance|Sport,Wimbledon ,51842,9330,career|player|tennis|tennis player|wimbledon,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,173,2004,6.3
Comedy|Family,Furry Vengeance ,12399,6327,animal|bear|land developer|real estate|real estate developer,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84,2010,3.8
Action|Horror|Sci-Fi,Bait ,11482,1361,great white shark|shark|supermarket|swimming|tsunami,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,82,2012,5.2
Action|Adventure|Fantasy,Krull ,23351,14744,cyclops|fortress|monster|planet|rescue,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,178,1983,6
Drama|Thriller|War,Lions for Lambs ,41170,32875,afghanistan|professor|reporter|student|university,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,298,2007,6.2
Action|Drama|Thriller|War,Flight of the Intruder ,4795,1290,bombardier|pilot|u.s. navy|vietnam|vietnam war,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,39,1991,5.7
Comedy|Music,Walk Hard: The Dewey Cox Story ,55630,1082,drugs|elvis|musician|singer|the beatles,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,200,2007,6.7
Drama,The Shipping News ,28542,19805,employee employer relationship|husband wife relationship|newspaper|ship|wake,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,208,2001,6.8
Action|Western,American Outlaws ,12077,1668,legend|old west|outlaw|railroad|stealing from the rich,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,162,2001,6
Biography|Drama|History|Romance,The Young Victoria ,44931,5890,19th century|courtship|female protagonist|princess|queen of england,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,100,2009,7.3
Action|Crime|Mystery|Thriller,Whiteout ,31918,1947,antarctica|geologist|investigation|u.s. marshal|winter,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,142,2009,5.5
Drama|Fantasy,The Tree of Life ,136367,13021,1950s|children|ice cube|texas|waco texas,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,975,2011,6.7
Action|Comedy|Thriller,Knock Off ,11512,1352,cia|hong kong|market|undercover|van,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,141,1998,4.8
Action|Crime|Drama|Thriller,Sabotage ,47498,1458,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212,2014,5.7
Action|Mystery|Thriller,The Order ,14962,14165,death|exorcism|heaven|priest|sin eater,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,204,2003,5.1
Action|Crime|Drama|Thriller,Punisher: War Zone ,48999,6563,gun fu|plastic surgery|psychopath|undercover|vigilante,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,280,2008,6
Action|Adventure|Family|Sci-Fi,Zoom ,15015,5022,bruise|female hero|super strength|superhero|teenage superhero,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113,2006,4.2
Adventure|Biography|Drama|Thriller,The Walk ,77394,23031,1970s|based on true story|new york city|skyscraper|tightrope walker,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195,2015,7.4
Action|Adventure|Fantasy,Warriors of Virtue ,2189,1993,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,31,1997,4.6
Comedy|Drama|Romance,A Good Year ,70698,3611,based on novel|inheritance|provence|uncle|wine,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196,2006,6.9
Crime|Drama|Mystery|Thriller,Luther             ,70568,3823,murder|police|psychopath,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,105,,8.6
Drama,Radio Flyer ,10410,4334,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,71,1992,6.9
Crime|Drama,"Blood In, Blood Out ",23181,3227,1970s|1980s|barrio|gang war|mexican,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,129,1993,8
Action|Drama|Sci-Fi|Thriller,Smilla's Sense of Snow ,11747,3125,boy|greenland|neighbor|roof|snow,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,99,1997,6.4
Crime|Drama|Mystery|Thriller,Femme Fatale ,28584,1005,ambassador|cannes|identity|suicide|thief,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,232,2002,6.3
Biography|Drama|History|War,Lion of the Desert ,9852,1573,arab|general|libya|muslim|mussolini,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55,1980,8.4
Adventure|Drama|Romance|War,The Horseman on the Roof ,4885,1508,austrian|breasts|cholera|police|provence,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,25,1995,7.1
Drama|Romance|War|Western,Ride with the Devil ,11101,5,bushwhacker|friend|honor|kansas|raid,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,159,1999,6.8
Drama,Biutiful ,68885,50,children|chinese|illegal immigrant|immigrant|male ponytail,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,127,2010,7.5
Action|Adventure|Romance|Sci-Fi,The Lovers ,2138,1980,1770s|british india|great barrier reef|india|ring,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,2015,4.5
Action|Comedy|Crime|Western,Bandidas ,28848,5377,bank|cleavage|farmer|female gunfighter|mexico,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,76,2006,5.7
Crime|Drama,Black Water Transit ,219,3874,based on novel,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,,2009,7.2
